school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,min_rate,average,filter_out,demographic_use,level_use
2014-2015,59,Middlesex County,Black,Grade 4,17,22,77.27,2015,4,Race,8,4,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,84.66499999999999,-1,77.27,88.04,0,race,black
2014-2015,60,Montgomery County,Black,Grade 4,25,35,71.43,2015,4,Race,8,4,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,76.5,-1,71.43,80.86,0,race,black
2014-2015,62,Nelson County,Black,Grade 4,7,14,50,2015,4,Race,8,4,2019,nelson_county,Region 5 – Valley,Nelson County,57.475,-1,50,63.85,0,race,black
2014-2015,63,New Kent County,Black,Grade 4,11,22,50,2015,4,Race,8,4,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,68.675,-1,50,83.11,0,race,black
2014-2015,117,Newport News City,Black,Grade 4,687,1097,62.63,2015,4,Race,8,4,2019,newport_news_city,Region 2 – Tidewater,Newport News City,74.42,-1,62.63,70.63,0,race,black
2014-2015,118,Norfolk City,Black,Grade 4,805,1415,56.89,2015,4,Race,8,4,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,69.62,-1,56.89,64.95,0,race,black
2014-2015,65,Northampton County,Black,Grade 4,26,53,49.06,2015,4,Race,8,4,2019,northampton_county,Region 2 – Tidewater,Northampton County,63.42,-1,49.06,62.07,0,race,black
2014-2015,66,Northumberland County,Black,Grade 4,25,39,64.1,2015,4,Race,8,4,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,78.78999999999999,-1,64.1,80.21,0,race,black
2014-2015,67,Nottoway County,Black,Grade 4,24,70,34.29,2015,4,Race,8,4,2019,nottoway_county,Region 8 – Southside,Nottoway County,59.56999999999999,-1,34.29,60.14,0,race,black
2014-2015,68,Orange County,Black,Grade 4,21,25,84,2015,4,Race,8,4,2019,orange_county,Region 4 – Northern Virginia,Orange County,83.055,1,82.11,83.055,0,race,black
2014-2015,70,Patrick County,Black,Grade 4,12,17,70.59,2015,4,Race,8,4,2019,patrick_county,Region 6 – Western Virginia,Patrick County,74.245,-1,70.59,74.89,0,race,black
2014-2015,120,Petersburg City,Black,Grade 4,161,253,63.64,2015,4,Race,8,4,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,NA,-1,63.64,63.14,0,race,black
2014-2015,71,Pittsylvania County,Black,Grade 4,79,120,65.83,2015,4,Race,8,4,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,73.85499999999999,-1,65.83,78.34,0,race,black
2014-2015,121,Portsmouth City,Black,Grade 4,535,811,65.97,2015,4,Race,8,4,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,74.03,-1,65.97,69.87,0,race,black
2014-2015,72,Powhatan County,Black,Grade 4,11,26,42.31,2015,4,Race,8,4,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,62.730000000000004,-1,42.31,79.68,0,race,black
2014-2015,73,Prince Edward County,Black,Grade 4,36,84,42.86,2015,4,Race,8,4,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,57.705,-1,42.86,56.25,0,race,black
2014-2015,74,Prince George County,Black,Grade 4,106,136,77.94,2015,4,Race,8,4,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,80.83500000000001,-1,77.94,82.81,0,race,black
2014-2015,75,Prince William County,Black,Grade 4,956,1332,71.77,2015,4,Race,8,4,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,80.215,-1,71.77,79.55,0,race,black
2014-2015,122,Radford City,Black,Grade 4,15,24,62.5,2015,4,Race,8,4,2019,radford_city,Region 7 – Southwest,Radford City,71.25,-1,62.5,75,0,race,black
2014-2015,123,Richmond City,Black,Grade 4,735,1329,55.3,2015,4,Race,8,4,2019,richmond_city,Region 1 – Central Virginia,Richmond City,70.88,-1,55.3,59.53,0,race,black
2014-2015,79,Richmond County,Black,Grade 4,13,24,54.17,2015,4,Race,8,4,2019,richmond_county,Region 3 – Northern Neck,Richmond County,68.08500000000001,-1,54.17,75.86,0,race,black
2014-2015,124,Roanoke City,Black,Grade 4,252,393,64.12,2015,4,Race,8,4,2019,roanoke_city,Region 6 – Western Virginia,Roanoke City,71.72,-1,64.12,70.81,0,race,black
2014-2015,80,Roanoke County,Black,Grade 4,36,61,59.02,2015,4,Race,8,4,2019,roanoke_county,Region 6 – Western Virginia,Roanoke County,72.525,-1,59.02,84.16,0,race,black
2014-2015,82,Rockingham County,Black,Grade 4,12,17,70.59,2015,4,Race,8,4,2019,rockingham_county,Region 5 – Valley,Rockingham County,77.49000000000001,-1,70.59,82.89,0,race,black
2014-2015,139,Salem City,Black,Grade 4,17,23,73.91,2015,4,Race,8,4,2019,salem_city,Region 6 – Western Virginia,Salem City,81.3,-1,73.91,84.17,0,race,black
2014-2015,85,Shenandoah County,Black,Grade 4,8,15,53.33,2015,4,Race,8,4,2019,shenandoah_county,Region 4 – Northern Virginia,Shenandoah County,64.28,-1,53.33,70.37,0,race,black
2014-2015,87,Southampton County,Black,Grade 4,51,72,70.83,2015,4,Race,8,4,2019,southampton_county,Region 2 – Tidewater,Southampton County,81.57,-1,70.83,83.78,0,race,black
2014-2015,88,Spotsylvania County,Black,Grade 4,163,270,60.37,2015,4,Race,8,4,2019,spotsylvania_county,Region 3 – Northern Neck,Spotsylvania County,70.11,-1,60.37,74.81,0,race,black
2014-2015,89,Stafford County,Black,Grade 4,233,318,73.27,2015,4,Race,8,4,2019,stafford_county,Region 3 – Northern Neck,Stafford County,79.465,-1,73.27,81.85,0,race,black
2014-2015,126,Staunton City,Black,Grade 4,18,31,58.06,2015,4,Race,8,4,2019,staunton_city,Region 5 – Valley,Staunton City,67.465,-1,58.06,70.73,0,race,black
2014-2015,127,Suffolk City,Black,Grade 4,401,591,67.85,2015,4,Race,8,4,2019,suffolk_city,Region 2 – Tidewater,Suffolk City,76.995,-1,67.85,75.91,0,race,black
2014-2015,90,Surry County,Black,Grade 4,23,32,71.88,2015,4,Race,8,4,2019,surry_county,Region 1 – Central Virginia,Surry County,76.32499999999999,-1,71.88,75.86,0,race,black
2014-2015,91,Sussex County,Black,Grade 4,29,45,64.44,2015,4,Race,8,4,2019,sussex_county,Region 1 – Central Virginia,Sussex County,65.555,-1,64.44,64.71,0,race,black
2014-2015,92,Tazewell County,Black,Grade 4,9,10,90,2015,4,Race,8,4,2019,tazewell_county,Region 7 – Southwest,Tazewell County,88.10499999999999,1,86.21,86.55,0,race,black
2014-2015,128,Virginia Beach City,Black,Grade 4,780,1188,65.66,2015,4,Race,8,4,2019,virginia_beach_city,Region 2 – Tidewater,Virginia Beach City,76.22999999999999,-1,65.66,80.41,0,race,black
2014-2015,93,Warren County,Black,Grade 4,8,12,66.67,2015,4,Race,8,4,2019,warren_county,Region 4 – Northern Virginia,Warren County,73.58,-1,66.67,79.75,0,race,black
2014-2015,94,Washington County,Black,Grade 4,9,10,90,2015,4,Race,8,4,2019,washington_county,Region 7 – Southwest,Washington County,87.69,1,85.38,86.22,0,race,black
2014-2015,130,Waynesboro City,Black,Grade 4,15,25,60,2015,4,Race,8,4,2019,waynesboro_city,Region 5 – Valley,Waynesboro City,69.455,-1,60,74.26,0,race,black
2014-2015,95,Westmoreland County,Black,Grade 4,22,36,61.11,2015,4,Race,8,4,2019,westmoreland_county,Region 3 – Northern Neck,Westmoreland County,72.945,-1,61.11,74.55,0,race,black
2014-2015,131,Williamsburg-James City County,Black,Grade 4,84,143,58.74,2015,4,Race,8,4,2019,williamsburg-james_city_county,Region 2 – Tidewater,Williamsburg-James City County,74.175,-1,58.74,81.8,0,race,black
2014-2015,132,Winchester City,Black,Grade 4,14,24,58.33,2015,4,Race,8,4,2019,winchester_city,Region 4 – Northern Virginia,Winchester City,68.095,-1,58.33,70.36,0,race,black
2014-2015,97,Wythe County,Black,Grade 4,10,15,66.67,2015,4,Race,8,4,2019,wythe_county,Region 7 – Southwest,Wythe County,73.225,-1,66.67,78.86,0,race,black
2014-2015,98,York County,Black,Grade 4,79,102,77.45,2015,4,Race,8,4,2019,york_county,Region 2 – Tidewater,York County,83.75999999999999,-1,77.45,88.38,0,race,black
2015-2016,1,Accomack County,Black,Grade 5,57,117,48.72,2016,5,Race,8,3,2019,accomack_county,Region 2 – Tidewater,Accomack County,66.08500000000001,-1,48.72,66.3,0,race,black
2015-2016,2,Albemarle County,Black,Grade 5,54,109,49.54,2016,5,Race,8,3,2019,albemarle_county,Region 5 – Valley,Albemarle County,68.005,-1,49.54,78.66,0,race,black
2015-2016,101,Alexandria City,Black,Grade 5,209,295,70.85,2016,5,Race,8,3,2019,alexandria_city,Region 4 – Northern Virginia,Alexandria City,81.765,-1,70.85,74.03,0,race,black
2015-2016,4,Amelia County,Black,Grade 5,15,29,51.72,2016,5,Race,8,3,2019,amelia_county,Region 8 – Southside,Amelia County,67.625,-1,51.72,74.17,0,race,black
2015-2016,5,Amherst County,Black,Grade 5,31,45,68.89,2016,5,Race,8,3,2019,amherst_county,Region 5 – Valley,Amherst County,75.375,-1,68.89,79.8,0,race,black
2015-2016,6,Appomattox County,Black,Grade 5,22,34,64.71,2016,5,Race,8,3,2019,appomattox_county,Region 8 – Southside,Appomattox County,76.91,-1,64.71,83.67,0,race,black
2015-2016,7,Arlington County,Black,Grade 5,116,151,76.82,2016,5,Race,8,3,2019,arlington_county,Region 4 – Northern Virginia,Arlington County,86.01499999999999,-1,76.82,88.8,0,race,black
2015-2016,10,Bedford County,Black,Grade 5,38,64,59.38,2016,5,Race,8,3,2019,bedford_county,Region 5 – Valley,Bedford County,72.045,-1,59.38,81.82,0,race,black
2015-2016,13,Brunswick County,Black,Grade 5,65,91,71.43,2016,5,Race,8,3,2019,brunswick_county,Region 8 – Southside,Brunswick County,77.095,-1,71.43,72.22,0,race,black
2015-2016,15,Buckingham County,Black,Grade 5,23,57,40.35,2016,5,Race,8,3,2019,buckingham_county,Region 8 – Southside,Buckingham County,59.760000000000005,-1,40.35,63.19,0,race,black
2015-2016,16,Campbell County,Black,Grade 5,46,82,56.1,2016,5,Race,8,3,2019,campbell_county,Region 5 – Valley,Campbell County,71.39,-1,56.1,81.7,0,race,black
2015-2016,17,Caroline County,Black,Grade 5,55,88,62.5,2016,5,Race,8,3,2019,caroline_county,Region 3 – Northern Neck,Caroline County,70.89500000000001,-1,62.5,76.71,0,race,black
2015-2016,19,Charles City County,Black,Grade 5,18,33,54.55,2016,5,Race,8,3,2019,charles_city_county,Region 1 – Central Virginia,Charles City County,69.38,-1,54.55,69.49,0,race,black
2015-2016,20,Charlotte County,Black,Grade 5,23,44,52.27,2016,5,Race,8,3,2019,charlotte_county,Region 8 – Southside,Charlotte County,63.230000000000004,-1,52.27,67.36,0,race,black
2015-2016,104,Charlottesville City,Black,Grade 5,53,111,47.75,2016,5,Race,8,3,2019,charlottesville_city,Region 5 – Valley,Charlottesville City,68.75999999999999,-1,47.75,67.16,0,race,black
2015-2016,136,Chesapeake City,Black,Grade 5,628,886,70.88,2016,5,Race,8,3,2019,chesapeake_city,Region 2 – Tidewater,Chesapeake City,79.755,-1,70.88,82.37,0,race,black
2015-2016,21,Chesterfield County,Black,Grade 5,838,1093,76.67,2016,5,Race,8,3,2019,chesterfield_county,Region 1 – Central Virginia,Chesterfield County,84.14500000000001,-1,76.67,85.45,0,race,black
2015-2016,106,Colonial Heights City,Black,Grade 5,29,40,72.5,2016,5,Race,8,3,2019,colonial_heights_city,Region 1 – Central Virginia,Colonial Heights City,77.295,-1,72.5,80.28,0,race,black
2015-2016,24,Culpeper County,Black,Grade 5,51,70,72.86,2016,5,Race,8,3,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,80.035,-1,72.86,81.32,0,race,black
2015-2016,25,Cumberland County,Black,Grade 5,19,35,54.29,2016,5,Race,8,3,2019,cumberland_county,Region 8 – Southside,Cumberland County,63.11,-1,54.29,65.66,0,race,black
2015-2016,108,Danville City,Black,Grade 5,136,295,46.1,2016,5,Race,8,3,2019,danville_city,Region 6 – Western Virginia,Danville City,62.205,-1,46.1,55.84,0,race,black
2015-2016,27,Dinwiddie County,Black,Grade 5,75,88,85.23,2016,5,Race,8,3,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,88.42500000000001,-1,85.23,89.47,0,race,black
2015-2016,28,Essex County,Black,Grade 5,35,55,63.64,2016,5,Race,8,3,2019,essex_county,Region 3 – Northern Neck,Essex County,70.845,-1,63.64,68.18,0,race,black
2015-2016,29,Fairfax County,Black,Grade 5,985,1372,71.79,2016,5,Race,8,3,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,82.39500000000001,-1,71.79,84.44,0,race,black
2015-2016,30,Fauquier County,Black,Grade 5,32,57,56.14,2016,5,Race,8,3,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,71.175,-1,56.14,82.17,0,race,black
2015-2016,32,Fluvanna County,Black,Grade 5,23,41,56.1,2016,5,Race,8,3,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,68.1,-1,56.1,76.49,0,race,black
2015-2016,135,Franklin City,Black,Grade 5,35,55,63.64,2016,5,Race,8,3,2019,franklin_city,Region 2 – Tidewater,Franklin City,78.25,-1,63.64,69.01,0,race,black
2015-2016,33,Franklin County,Black,Grade 5,29,39,74.36,2016,5,Race,8,3,2019,franklin_county,Region 6 – Western Virginia,Franklin County,80.24000000000001,-1,74.36,84.5,0,race,black
2015-2016,34,Frederick County,Black,Grade 5,28,44,63.64,2016,5,Race,8,3,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,73.03,-1,63.64,78.86,0,race,black
2015-2016,110,Fredericksburg City,Black,Grade 5,54,84,64.29,2016,5,Race,8,3,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,76.045,-1,64.29,74.68,0,race,black
2015-2016,36,Gloucester County,Black,Grade 5,25,29,86.21,2016,5,Race,8,3,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,86.685,-1,86.21,86.685,0,race,black
2015-2016,37,Goochland County,Black,Grade 5,21,29,72.41,2016,5,Race,8,3,2019,goochland_county,Region 1 – Central Virginia,Goochland County,81.375,-1,72.41,86.53,0,race,black
2015-2016,39,Greene County,Black,Grade 5,15,24,62.5,2016,5,Race,8,3,2019,greene_county,Region 5 – Valley,Greene County,69.345,-1,62.5,73.83,0,race,black
2015-2016,40,Greensville County,Black,Grade 5,67,125,53.6,2016,5,Race,8,3,2019,greensville_county,Region 8 – Southside,Greensville County,68.845,-1,53.6,61.49,0,race,black
2015-2016,41,Halifax County,Black,Grade 5,103,162,63.58,2016,5,Race,8,3,2019,halifax_county,Region 8 – Southside,Halifax County,74.57,-1,63.58,75.88,0,race,black
2015-2016,112,Hampton City,Black,Grade 5,622,889,69.97,2016,5,Race,8,3,2019,hampton_city,Region 2 – Tidewater,Hampton City,78.28,-1,69.97,75.35,0,race,black
2015-2016,42,Hanover County,Black,Grade 5,78,102,76.47,2016,5,Race,8,3,2019,hanover_county,Region 1 – Central Virginia,Hanover County,83.1,-1,76.47,87.79,0,race,black
2015-2016,113,Harrisonburg City,Black,Grade 5,17,34,50,2016,5,Race,8,3,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,61.54,-1,50,60.91,0,race,black
2015-2016,43,Henrico County,Black,Grade 5,842,1240,67.9,2016,5,Race,8,3,2019,henrico_county,Region 1 – Central Virginia,Henrico County,78.735,-1,67.9,81.03,0,race,black
2015-2016,44,Henry County,Black,Grade 5,66,102,64.71,2016,5,Race,8,3,2019,henry_county,Region 6 – Western Virginia,Henry County,73.28,-1,64.71,75.69,0,race,black
2015-2016,114,Hopewell City,Black,Grade 5,83,141,58.87,2016,5,Race,8,3,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,65.33,-1,58.87,64.86,0,race,black
2015-2016,46,Isle of Wight County,Black,Grade 5,74,100,74,2016,5,Race,8,3,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,79.805,-1,74,82.44,0,race,black
2015-2016,48,King George County,Black,Grade 5,39,59,66.1,2016,5,Race,8,3,2019,king_george_county,Region 3 – Northern Neck,King George County,75.845,-1,66.1,82.32,0,race,black
2015-2016,50,King William County,Black,Grade 5,18,32,56.25,2016,5,Race,8,3,2019,king_william_county,Region 3 – Northern Neck,King William County,65.88499999999999,-1,56.25,72.45,0,race,black
2015-2016,49,King and Queen County,Black,Grade 5,15,21,71.43,2016,5,Race,8,3,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,74.42500000000001,-1,71.43,71.67,0,race,black
2015-2016,51,Lancaster County,Black,Grade 5,31,50,62,2016,5,Race,8,3,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,75.445,-1,62,72.15,0,race,black
2015-2016,53,Loudoun County,Black,Grade 5,291,381,76.38,2016,5,Race,8,3,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,84.24,-1,76.38,88.8,0,race,black
2015-2016,54,Louisa County,Black,Grade 5,30,57,52.63,2016,5,Race,8,3,2019,louisa_county,Region 5 – Valley,Louisa County,69.745,-1,52.63,79.89,0,race,black
2015-2016,55,Lunenburg County,Black,Grade 5,23,42,54.76,2016,5,Race,8,3,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,65.285,-1,54.76,67.77,0,race,black
2015-2016,115,Lynchburg City,Black,Grade 5,165,290,56.9,2016,5,Race,8,3,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,74.11,-1,56.9,72.76,0,race,black
2015-2016,143,Manassas City,Black,Grade 5,42,64,65.63,2016,5,Race,8,3,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,79.975,-1,65.63,73.66,0,race,black
2015-2016,144,Manassas Park City,Black,Grade 5,15,25,60,2016,5,Race,8,3,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,67.18,-1,60,65.15,0,race,black
2015-2016,116,Martinsville City,Black,Grade 5,35,82,42.68,2016,5,Race,8,3,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,58.245000000000005,-1,42.68,55.1,0,race,black
2015-2016,58,Mecklenburg County,Black,Grade 5,75,127,59.06,2016,5,Race,8,3,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,71.555,-1,59.06,73.4,0,race,black
2015-2016,59,Middlesex County,Black,Grade 5,17,21,80.95,2016,5,Race,8,3,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,83.23,-1,80.95,83.67,0,race,black
2015-2016,60,Montgomery County,Black,Grade 5,27,36,75,2016,5,Race,8,3,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,79.875,-1,75,84.13,0,race,black
2015-2016,63,New Kent County,Black,Grade 5,13,23,56.52,2016,5,Race,8,3,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,72.705,-1,56.52,84.62,0,race,black
2015-2016,117,Newport News City,Black,Grade 5,694,1081,64.2,2016,5,Race,8,3,2019,newport_news_city,Region 2 – Tidewater,Newport News City,76.41,-1,64.2,72.79,0,race,black
2015-2016,118,Norfolk City,Black,Grade 5,903,1360,66.4,2016,5,Race,8,3,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,77.83000000000001,-1,66.4,73.77,0,race,black
2015-2016,65,Northampton County,Black,Grade 5,27,54,50,2016,5,Race,8,3,2019,northampton_county,Region 2 – Tidewater,Northampton County,68.245,-1,50,66.67,0,race,black
2015-2016,66,Northumberland County,Black,Grade 5,32,40,80,2016,5,Race,8,3,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,87.56,-1,80,86.46,0,race,black
2015-2016,67,Nottoway County,Black,Grade 5,27,67,40.3,2016,5,Race,8,3,2019,nottoway_county,Region 8 – Southside,Nottoway County,62.684999999999995,-1,40.3,63.01,0,race,black
2015-2016,68,Orange County,Black,Grade 5,21,30,70,2016,5,Race,8,3,2019,orange_county,Region 4 – Northern Virginia,Orange County,75.965,-1,70,81.27,0,race,black
2015-2016,70,Patrick County,Black,Grade 5,15,20,75,2016,5,Race,8,3,2019,patrick_county,Region 6 – Western Virginia,Patrick County,81.535,-1,75,84.23,0,race,black
2015-2016,120,Petersburg City,Black,Grade 5,161,246,65.45,2016,5,Race,8,3,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,NA,-1,65.45,66.17,0,race,black
2015-2016,71,Pittsylvania County,Black,Grade 5,89,134,66.42,2016,5,Race,8,3,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,76.935,-1,66.42,82.8,0,race,black
2015-2016,121,Portsmouth City,Black,Grade 5,507,762,66.54,2016,5,Race,8,3,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,75.635,-1,66.54,71.02,0,race,black
2015-2016,72,Powhatan County,Black,Grade 5,8,25,32,2016,5,Race,8,3,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,57.485,-1,32,79.5,0,race,black
2015-2016,73,Prince Edward County,Black,Grade 5,41,84,48.81,2016,5,Race,8,3,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,63.620000000000005,-1,48.81,59.86,0,race,black
